# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
VICIDIAL SERVER TRUNK RECORD MODIFIED|TRINK DU SERVEUR VICIDIAL MODIFIE|
VICIDIAL SERVER TRUNK RECORD NOT DELETED|TRUNK DU SERVEUR VICIDIAL NON SUPPRIME|
VICIDIAL SERVER TRUNK RECORD DELETED|TRUNK DU SERVEUR VICIDIAL SUPPRIME|
campaign must be between 3 and 8 characters in length|la campagne doit contenir entre 3 et 8 caractères|
server_ip delay must be at least 7 characters|le délai du server_ip doit contenir au moins 7 caractères|
trunks must be a digit from 0 to 9999|les trunks doivent être un nombre entre 0 et 9999|
VICIDIAL Balance Dialing|Equilibrage des appels VICIDIAL|
VICIDIAL Balance Offlimits|Limite de l'équilibrage VICIDIAL|
ADDING NEW SERVER VICIDIAL TRUNK RECORD|AJOUT D'UN NOUVEAU TRUNK VERS UN SERVEUR VICIDIAL|
ADD NEW SERVER VICIDIAL TRUNK RECORD|AJOUTER UN NOUVEAU TRUNK SERVEUR VICIDIAL|
MODIFY SERVER VICIDIAL TRUNK RECORD|MODIFIER LE TRUNK SERVEUR VICIDIAL|
DELETE SERVER VICIDIAL TRUNK RECORD|SUPPRIMER LE TRUNK SERVEUR VICIDIAL|
VICIDIAL TRUNKS FOR THIS SERVER|LES TRUNKS VICIDIAL POUR CE SERVEUR|
RESTRICTION |RESTRICTION |
TRUNKS |TRUNKS|
Emergency VDAC Jam Clear|Emergency VDAC Jam Clear|
VDAC NOT CLEARED FOR CAMPAIGN|VDAC NON EFFACE POUR LA CAMPAGNE|
LAST VDAC RECORD CLEARED FOR CAMPAIGN|DERNIER ENREGISTREMENT VDAC DE LA CAMPAGNE EFFACE|
VDAC CLEAR CONFIRMATION|CONFIRMATION DE L'EFFACEMENT DE VDAC|
Click here to delete the oldest LIVE record in VDAC for|Cliquez ici pour effacer les plus vieux enregistrements LIVE dans VDAC pour|
Allowed Campaigns|Campagnes autorisées|
USERS CAN VIEW ANY CAMPAIGN|LES UTILISATEURS PEUVENT VOIR CHAQUE CAMPAGNE|
Campaign Not Allowed|Camapagne non autorisée|
### START translations for 2.0.3 release ###
ADAPT OVERRIDE|ADAPTER LE DEPASSEMENT|
The ADAPT OVERRIDE checkbox allows you to force a new dial level even though the dial method is in an ADAPT mode. This is useful if there is a dramatic shift in the quality of leads and you want to drastically change the dial_level manually.|La checkbox ADAPTER LE DEPASSEMENT vous permet de forcer un nouveau niveau d'appel même si la méthode d'appel est ADAPT. C'est utile s'il y a une variation dramatique dans la qualité des fiches et que vous voulez changer rigoureusement le dial_level manuellement. |
There are two special HotKey options that you can use in conjunction with Alternate Phone number dialing, ALTPH2 - Alternate Phone Hot Dial and ADDR3-----Address3 Hot Dial allow an agent to use a hotkey to hang up their call, stay on the same lead, and dial another contact number from that lead|Il y a deux raccourcis claviers que vous pouvez utiliser en même temps que l'appel du numéro alternatif, ALTPH2 - Alternate Phone Hot Dial et ADDR3 - Adresse3 qui permet à un agent d'utiliser un raccourci pour raccocher l'appel, rester sur la fiche et appeler un autre numéro de la fiche|
Concurrent Transfers|Transferts concurents|
Concurrent Transfers -<\/B> This setting is used to define the number of calls that can be sent to agents at the same time. It is recommended that this setting is left at AUTO. This field is not used by the MANUAL dial method|Transferts concurents -</B> Ce champ permet de définir le nombre d'appels qui peuvent être envoyés à un agent simultanément. Il est recommandé de laisser AUTO. Le champ n'est pas utilisé si la méthode est MANUAL|
Auto Alt-Number Dialing -<\/B> This setting is used to automatically dial alternate number fields while dialing in the RATIO and ADAPT dial methods when there is no contact at the main phone number for a lead, the NA, B, DC and N statuses. This setting is not used by the MANUAL dial method|Appeler automatiquement le numéro alternatif -</B> Ce champ est utilisé pour appeler automatiquement le numéro alternatif si les méthodes d'appels RATIO ou ADAPT sont utilisées quand il n'y pas de réponse au numéro de téléphone principale d'une fiche, les statuts NA, B, DC et N. Cette option n'est pas utilisée pour la méthode d'appel MANUAL|
Auto Alt-Number Dialing|Appeler automatiquement le numéro alternatif|
View Reports -<\/B> This option allows the user to view the VICIDIAL reports.|Voir les rapports -</B> Cette option autorise l'utilisateur à voir les rapports VICIDIAL.|
Modify Sections -<\/B> These options allow the user to view and modify each sections records. If set to 0, the user will be able to see the section list, but not the detail or modification screen of a record in that section|Modifications des sections -</B> Cette option autorise l'utilisateur à voir et modifier chaque enregistrement de section. Si cette option a pour valeur 0, l'utilisateur pourra voir la liste des sections, mais pas le détail et ne pourra pas modifier les enregistrements dans cette section|
VICIDIAL AUTO ALT DIAL STATUSES|STATUTS VICIDIAL DE L'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF|
If the Auto Alt-Number Dialing field is set, then the leads that are dispositioned under these auto alt dial statuses will have their alt_phone and-or address3 fields dialed after any of these no-answer statuses are set|Si le champ Appel automatique du numéro alternatif est défini, alors les fiches diposées sous ces statuts d'appels automatiques du numéro alternatif auront leurs champs numéro alternatif et/ou adresse3 appelés après n'importe quel statut de non-réponse|
AUTO ALT NUMBER DIALING FOR THIS CAMPAIGN|APPEL AUTOMATIQUE DU NUMERO ALTERNATIF POUR CETTE CAMPAGNE|
ADD NEW AUTO ALT NUMBER DIALING STATUS|AJOUTER UN NOUVEAU STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF|
AUTO ALT DIAL STATUS NOT ADDED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF NON AJOUTE|
there is already an entry for this campaign with this status|il y a déjà un entrée pour cette campagne avec ce statut|
AUTO ALT DIAL STATUS ADDED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF AJOUTE|
AUTO ALT DIAL STATUS NOT DELETED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF NON SUPPRIME|
AUTO ALT DIAL STATUS DELETED|STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF SUPPRIME|
this auto alt dial status is not in this campaign|ce statut d'appel automatique du numéro alternatif n'est pas dans cette campagne|
New Auto Alt Dial Status|Nouveau statut d'appel automatique du numéro alternatif|
Delete Auto Alt Dial Status|Supprimer ce statut d'appel automatique du numéro alternatif|
Users |Utilisateurs |
Campaigns |Campagnes |
Lists |Listes |
Scripts |Scripts |
Filters |Filtres |
In-Groups |In-Groups |
User Groups |Groupes d'utilisateurs |
Remote Agents |Agents distants |
Admin |Admin |
Reports |Rapports |
Show Users |Voir les utilisateurs |
Add A New User |Ajouter un nouvel utilisateur |
Search For A User |Rechercher un utilisateur |
Show Campaigns |Voir les campagnes |
Add A New Campaign |Ajouter une nouvelle campagne |
Real-Time Campaigns Summary |Menu temps-réel des campagnes |
Show Lists |Voir les listes |
Add A New List |Ajouter une nouvelle liste |
Search For A Lead |Rechercher une fiche |
Add Number To DNC |Ajouter un numéro à la liste DNC |
Load New Leads |Charger de nouvelles fiches |
Show Scripts |Voir les scripts |
Add A New Script |Ajouter un nouveau script |
Show Filters |Voir les filtres |
Add A New Filter |Ajouter un nouveau filtre |
Show In-Groups |Voir les In-Groups |
Add A New In-Group |Ajouter un nouveau In-Group |
Show User Groups |Voir les groupes d'utilisateurs |
Add A New User Group |Ajouter un nouveau groupe d'utilisateurs |
Group Hourly Report |Rapport horaire du groupe |
Show Remote Agents |Voir les agents distants |
Add New Remote Agents |Ajouter un nouvel agent distant |
Call Times |Période d'appels |
Phones |Téléphones |
Conferences |Conférences |
Servers |Serveurs |
Show Call Times |Voir les périodes d'appels |
Add A New Call Time |Ajouter une période d'appels |
Show State Call Times |Voir les périodes d'appels d'états |
Add A New State Call Time |Ajouter une nouvelle période d'appels d'état |
Show Phones |Voir les téléphones |
Add A New Phone |Ajouter un nouveau téléphone |
Show Conferences |Voir les conférences |
Add A New Conference |Ajouter une nouvelle conférence |
Show VICIDIAL Conferences |Voir les conférences VICIDIAL |
Add A New VICIDIAL Conference |Ajouter une nouvelle conférence VICIDIAL |
Show Servers |Voir les serveurs |
Add A New Server |Ajouter un nouveau serveur |
CallBacks Within User Group|Rappels de service dans le groupe d'utilisateurs|
USERS WITHIN THIS USER GROUP|UTILISATEURS APPARTENANT A CE GROUPE D'UTILISATEURS|
Modify Users: |Modifier les utilisateurs: |
Modify Campaigns: |Modifier les campagnes: |
Modify Lists: |Modifier les listes: |
Modify Scripts: |Modifier les scripts: |
Modify Filters: |Modifier les filtres: |
Modify In-Groups: |Modifier les In-Groups: |
Modify User Groups: |Modifier les groupes d'utilisateurs: |
Modify Remote Agents: |Modifier les agents distants: |
Modify Servers: |Modifier les serveurs: |
View Reports: |Voir les rapports: |
You do not have permission to view this page|Vous n'avez pas la permission de voir cette page|
Lead Time Zone Lookup: |Consultation du fuseau horaire de la fiche:|
Lead Duplicate Check: |Vérification des doublons dans les fiches:|
Agent Pause Codes Active -<\/B> Allows agents to select a pause code when they click on the PAUSE button in vicidial.php. Pause codes are definable per campaign at the bottom of the campaign view detail screen and they are stored in the vicidial_agent_log table. Default is N|Activer les codes de la pause des agents -</B> Autorise les agents à sélectionner un code de pause quand il clique sur le bouton PAUSE dans vicidial.php. Les codes de pause sont définissable par campagne dans le bas de la vue détaillée de la campagne et sont stockés dans la table vicidial_agent_log. La valeur par défaut est N|
AGENT PAUSE CODES|CODES PAUSE DES AGENTS|
If the Agent Pause Codes Active field is set to active then the agents will be able to select from these pause codes when they click on the PAUSE button on their screens. This data is then stored in the vicidial agent log. The Pause code must contain only letters and numbers and be less than 7 characters long. The pause code name can be no longer than 30 characters.|Si les codes de pause des agents sont activés alors les agents pourront en selectionner un parmi ces codes quand ils cliquent sur le bouton PAUSE. Cette donnée est ensuite stockée dans les log sur les agents vicidial. Un code de pause doit contenir uniquement des lettres et des chiffres et doit contenir moins de 7 caractères. Le nom du code ne doit pas contenir plus de 30 caractères.|
AGENT PAUSE CODES FOR THIS CAMPAIGN|CODES DE PAUSE DES AGENTS POUR CETTE CAMPAGNE|
PAUSE CODES|CODES DE PAUSE|
BILLABLE|FACTURABLE|
ADD NEW AGENT PAUSE CODE|AJOUTER UN NOUVEAU CODE DE PAUSE|
Pause Code: |Code de pause: |
Pause Code Name: |Nom du code de pause: |
Billable: |Facturable: |
New Agent Pause Code|Nouveau code de pause|
Modify Agent Pause Code|Modifier le code de pause|
Delete Agent Pause Code|Supprimer le code de pause|
AGENT PAUSE CODE NOT ADDED|CODE DE PAUSE NON AJOUTE|
there is already an entry for this campaign with this  pause code|hay ya una entrada para esta campaÃ±a con este code|| de la pausa|
AGENT PAUSE CODE ADDED|CODE DE PAUSE AJOUTE|
AGENT PAUSE CODE NOT MODIFIED|CODE DE PAUSE NON MODIFIE|
CAMPAIGN PAUSE CODE NOT DELETED|CODE DE PAUSE DE LA CAMPAGNE NON SUPPRIME|
Campaign Description -<\/B> This is a memo field for the campaign, it is optional and can be a maximum of 255 characters in length|Description de la campagne -</B> C'est un champ de note pour la campagne, il est optionel et ne peut contenir plus de 255 caractères|
Campaign Change Date -<\/B> This is the last time that the settings for this campaign were modified in any way|Date de changement de la campagne -</B> C'est la dernière fois que les réglages de la campagne ont été modifié|
Campaign Stats Refresh -<\/B> This checkbox will allow you to force a vicidial stats refresh, even if the campaign is not active|Rafraichissement des statistiques de la campagne -</B> Cette checkbox permet de forcer un rafraichissement des statistiques de vicidial, même si la campagne n'est pas active|
Last Campaign Login Date -<\/B> This is the last time that an agent was logged into this campaign|Date de la dernière connection à la campagne -</B> C'est la dernière fois qu'un agent s'est connecté à la campagne|
List Description -<\/B> This is the memo field for the list, it is optional|Description de la liste -</B> C'est un champ de note pour la liste, il est optionnel|
List Change Date -<\/B> This is the last time that the settings for this list were modified in any way|Dernier changement de la liste -</B> C'est la dernière fois que les réglages de la liste ont été modifié|
List Last Call Date -<\/B> This is the last time that lead was dialed from this list|Date du dernier appel de la liste -</B> C'est la dernière fois qu'une fiche de cette liste a été appelée|
List Description: |Description de la liste: |
List Change Date: |Date de changement de la liste: |
Campaign Description: |Description de la campagne: |
VICIDIAL Recording Override -<\/B> This option will override whatever the option is in the campaign for recording. DISABLED will not override the campaign recording setting. NEVER will disable recording on the client. ONDEMAND is the default and allows the agent to start and stop recording as needed. ALLCALLS will start recording on the client whenever a call is sent to an agent. ALLFORCE will start recording on the client whenever a call is sent to an agent giving the agent no option to stop recording. For ALLCALLS and ALLFORCE there is an option to use the Recording Delay to cut down on very short recordings and recude system load|Ecrasement de l'enregistrement de VICIDIAL -</B> Cette option va écraser l'option d'enregistrement de la campagne quelle qu'elle soit. DISABLED n'écrasera pas les réglages d'enregistrement de la campagne. NEVER désactivera l'enregistrement sur le client. ONDEMAND est la valeur par défaut et autorise l'agent à démarrer ou arrêter l'enregistrement si nécessaire. ALLCALLS démarrera l'enregistrment à chaque fois qu'un appel est passé à un agent. ALLFORCE démarrera l'enregistrement à chaque fois qu'un appel à un agent est passé sans permettre à l'agent d'arrêter l'enregistrement. Pour les valeurs ALLCALLS et ALLFORCE il possible d'utiliser l'option 'Délai d'enregistrement' pour réduire la taille des enregistrments et la charge du système|
VICIDIAL Recording Override: |Ecrasement de l'enregistrment VICIDIAL:|
MODIFY VICIDIAL SYSTEM SETTINGS|MODIFIER LES REGLAGES DU SYSTEME VICIDIAL|
System Settings |Réglages du système|
VICIDIAL SYSTEM SETTINGS MODIFIED|REGLAGES DU SYSTEME VICIDIAL MODIFIES|
Version: |Version: |
Use Non-Latin: |Utiliser Non-Latin: |
Webroot Writable: |Webroot éditable: |
Enable QueueMetrics Logging: |Activer le log des QueueMetrics: |
QueueMetrics Server IP: |IP du serveur QueueMetrics: |
QueueMetrics DB Name: |Nom de la base de données QueueMetrics: |
QueueMetrics DB Login: |Login de la base de données QueueMetrics: |
QueueMetrics DB Password: |Mot de passe de la base de données QueueMetrics: |
Use Non-Latin -<\/B> This option allows you to default the web display script to use UTF8 characters and not do any latin-character-family regular expression filtering or display formatting. Default is 0|Utiliser Non-Latin -</B> Cette option vous permet d'utiliser les caractères UTF8 pour l'affichage web des scripts, et de ne pas utiliser des filtres d'expressions régulières latin-character-family ou de formater l'affichage. La valeur par défaut est 0|
Webroot Writable -<\/B> This setting allows you to define whether temp files and authentication files should be placed in the webroot on your web server. Default is 1|Webroot éditable -</B> Cette option vous permet de définir si les fichiers temporaires et les fichiers d'authentification doivent être placés dans le webroot sur le serveur web. La valeur par défaut est 1|
Enable QueueMetrics Logging -<\/B> This setting allows you to define whether VICIDIAL will insert log entries into the queue_log database table as Asterisk Queues activity does. QueueMetrics is a standalone, closed-source statistical analysis program. You must have QueueMetrics already installed and configured before enabling this feature. Default is 0|Activer le log des QueueMetrics -</B> Cette option vous permet de définir si VICIDIAL va insérer les données des logs dans la table queue_log comme le fait Asterisk. QueueMetrics est un programme d'analyse de statistiques autonome et non open-source. Vous devez avoir installé et configuré QueueMetrics pour activer cette option. La valeur par défaut est 0|
QueueMetrics Server IP -<\/B> This is the IP address of the database for your QueueMetrics installation|IP du serveur QueueMetrics -</B> C'est l'adresse IP de la base de données pour votre installation de QueueMetrics|
QueueMetrics Database Name -<\/B> This is the database name for your QueueMetrics database|Nom de la base de données de QueueMetrics -</B> C'est le nom de la base de données de QueueMetrics|
QueueMetrics Database Login -<\/B> This is the user name used to log in to your QueueMetrics database|Login de la base de données de QueueMetrics -</B> C'est le login utilisé pour se connecter à la base de données QueueMetrics|
QueueMetrics Database Password -<\/B> This is the password used to log in to your QueueMetrics database|Mot de passe de la base de données de QueueMetrics -</B> C'est le mot de passe utilisé pour se connecter à la base de données QueueMetrics|
QueueMetrics URL -<\/B> This is the URL or web site address used to get to your QueueMetrics installation|URL de QueueMetrics -</B> C'est l'URL ou l'adresse du site web utilisé pour atteindre QueueMetrics|
QueueMetrics Log ID -<\/B> This is the server ID that all VICIDIAL logs going into the QueueMetrics database will use as an identifier for each record|Identifiant des log de QueueMetrics -</B> C'est l'identifiant du serveur que tout les logs VICIDIAL dans la base de données de QueueMetrics vont utiliser pour chaque enregistrement|
QueueMetrics Log ID: |Identifiant des log de QueueMetrics: |
Campaign Dial Status Added|Statut d'appel pour la campagne ajouté|
Campaign Dial Status Removed|Statut d'appel pour la campagne supprimé|
To add another status to dial, select it from the drop-down list and click ADD. To remove one of the dial statuses, click on the REMOVE link next to the status you want to remove|Pour ajouter un autre statut d'appel, selectionnez le dans la liste déroulante et cliquez sur AJOUTER. Pour supprimer un de ces statuts, cliquez sur le lien SUPPRIMER à côté du statut que vous voulez supprimer|
CAMPAIGN DIAL STATUS NOT ADDED|STATUT D'APPEL DE LA CAMPAGNE NON AJOUTE|
CAMPAIGN DIAL STATUS ADDED|STATUT D'APPEL POUR LA CAMPAGNE AJOUTE|
this dial status is not selected for this campaign|ce statut d'appel n'est pas selectionné pour cette campagne|
CAMPAIGN DIAL STATUS NOT REMOVED|STATUT D'APPEL POUR CETTE CAMPAGNE NON SUPPRIME|
CAMPAIGN DIAL STATUS REMOVED|STATUT D'APPEL POUR CETTE CAMPAGNE SUPPRIME|
>REMOVE<|>SUPPRIMER<|
Dial Status |Statut d'appel|
no dial statuses selected for this campaign|aucun statut d'appel selectionnés pour cette campagne|
QueueMetrics EnterQueue Prepend -<\/B> This field is used to allow for prepending of one of the vicidial_list data fields in front of the phone number of the customer for customized QueueMetrics reports. Default is NONE to not populate anything|QueueMetrics EnterQueue Prepend -<\/B> Ce champ est utilisé pour autorisé à ajouter un des champs des données de vicidial_list devant le numéro de téléphone du client pour personnaliser les rapports QueueMetrics. La valeur par défaut est NONE pour ne pas peupler n'importe quoi|
QueueMetrics EnterQueue Prepend: |Préfixe EnterQueue QueueMetrics: |
VICIDIAL Agent Disable Display -<\/B> This field is used to select when to show an agent when their session has been disabled by the system, a manager action or by an external measure. The NOT_ACTIVE setting will disable the message on the agents screen. The LIVE_AGENT setting will only display the disabled message when the agents vicidial_auto_calls record has been removed, such as during a force logout or emergency logout|Affichage de la désactivation d'un agent VICIDIAL -</B> Ce champ est utilisé pour selectionné quand montrer à un agent que ça session à été désactivée par le système, une action du manager ou par une mesure externe. NOT_ACTIVE désactivera l'affichage d'un message sur l'écran de l'agent. LIVE_AGENTS affichera seulement le message de désactivation quand les enregistrements vicidial_auto_calls des agents ont été modifiés, comme lors d'une déconnection forcée ou d'une déconnection de secours|
VICIDIAL Agent Disable Display: |Affichage de la désactivation d'un agent VICIDIAL: |
Disable Alter Customer Data -<\/B> If set to Y, does not change any of the customer data record when an agent dispositions the call. Default is N|Désactiver la modification des données du client -</B> Si défini à Y alors les données de la fiche d'un client ne sont pas modifiées quand un agent passe l'appel. La valeur pas défaut est N|
Disable Alter Customer Data: |Désactiver la modification des données d'un client|
Agent Alter Customer Data Override -<\/B> This option will override whatever the option is in the campaign for altering of customer data. NOT_ACTIVE will use whatever setting is present for the campaign. ALLOW_ALTER will always allow for the agent to alter the customer data, no matter what the campaign setting is. Default is NOT_ACTIVE|Modifications des données des clients pour l'agent -</B> Cette option permet de surcharger, pour un agent précis, l'option de la campagne concernant la modification des données du clients. NOT_ACTIVE utilisera la valeur présente dans l'option de la campagne. ALLOW_ALTER autorisera toujours à cet agent de modifier les données du client quelque soit la valeur de l'option dans la campagne. La valeur par défaut est NOT_ACTIVE|
Agent Alter Customer Data Override: |Modifications des données des clients pour l'agent: |
Allow No-Hopper-Leads Logins -<\/B> If set to Y, allows agents to login to the campaign even if there are no leads loaded into the hopper for that campaign. This function is not needed in CLOSER-type campaigns. Default is N|Autoriser la connection aux distributeurs de fiches vides -</B> Si défini à Y, autorise les agents à se connecter à la campagne même si il n'y a pas de fiches chargées dans le distributeur pour cette campagne. Cette fonction est nécessaire pour les campagne de type CLOSER. La valeur par défaut est N|
Allow No-Hopper-Leads Logins: |Autoriser la connection dans les distributeurs vides: |
Enable SIPSAK Messages -<\/B> If enabled the server will send messages to the SIP phone to display on the phone LCD display when logged into VICIDIAL. Feature only works with SIP phones and requires sipsak application to be installed on the web server. Default is 0|Activer les messages SIPSAK -</B> Si activé alors le serveur enverra des messages au téléphone SIP à afficher sur l'écran du téléphone quand il est connecté à VICIDIAL. Cette fonction ne fonctionne seulement avec les téléphones SIP et nécessite que sipsak soit installé sur le serveur web. La valeur par défaut est 0|
Enable SIPSAK Messages: |Activer les messages SIPSAK: |
Allow SIPSAK Messages -<\/B> If set to 1, this will allow the phones table setting to work properly, the server will send messages to the SIP phone to display on the phone LCD display when logged into VICIDIAL. This feature only works with SIP phones and requires sipsak application to be installed on the web server. Default is 0|Autoriser les messages SIPSAK -</B> Si défini à 1, cela permettra aux téléphones à fonctionner correctement, le serveur enverra des messages à afficher sur l'écran du téléphone quand il est connecté à VICIDIAL. Cette fonction fonctionne seulement avec des téléphones SIP et nécessite que sipsak soit installé sur le serveur web. La valeur par défaut est 0|
Allow SIPSAK Messages: |Autoriser les messages SIPSAK: |
Admin Home URL -<\/B> This is the URL or web site address that you will go to if you click on the HOME link at the top of the admin.php page|URL de l'acceuil de l'administration -</B> C'est l'URL ou l'adresse du site web ou vous voulez aller quand vous cliquez sur le lien ACCUEIL en haut de la page admin.php|
Admin Home URL: |URL de l'accueil de l'administration: |
>HOME<|>ACCUEIL<|
Welcome |Bienvenue |
### START translations for 2.0.4 release ###
CHECK FOR DUPLICATES BY PHONE IN ALL CAMPAIGN LISTS|EXAMINEZ POUR ASSURER LES REPRODUCTIONS PAR PHONE IN TOUTES LES LISTESDE CAMPAGNE|
CHECK FOR DUPLICATES BY PHONE IN ENTIRE SYSTEM|VÉRIFIEZ LES REPRODUCTIONS PAR LE SYSTÈME ENTIER DE PHONE IN|
PHONE CODE OVERRIDE FOR THIS FILE|DÉPASSEMENT DE CODE DE TÉLÉPHONE POUR CE DOSSIER|
The VICIDIAL basic web-based lead loader is designed simply to take a lead file - up to 8MB in size - that is either tab or pipe delimited and load it into the vicidial_list table. The lead loader allows for field choosing and TXT- Plain Text, CSV- Comma Separated Values and XLS- Excel file formats. The lead loader does not do data validation, but it does allow you to check for duplicates in itself, within the campaign or within the entire system. Also, make sure that you have created the list that these leads are to be under so that you can use them. Here is a list of the fields in their proper order for the lead files:|Le chargeur enchaînement-basé de base de fil de VICIDIAL est conçusimplement pour prendre un dossier de fil - jusqu'à 8MB dans lataille qu'est l'étiquette ou la pipe délimitée et pour le chargerdans la table de vicidial_list. Le chargeur de fil tient compte duchamp choisissant et de TXT- le texte tout simplement, les valeursséparées par virgule de CSV- et les XLS- excellent des formats dedossier. Le chargeur de fil ne fait pas la validation de données,mais elle vous permet de vérifier les reproductions en soi, dans lacampagne ou dans le système entier. En outre, assurez-vous que vousavez créé la liste que ces fils doivent être dessous de sorte quevous puissiez les employer. Voici une liste des champs dans leurcommande appropriée pour les dossiers de fil :|
NOTES: The Excel Lead loader functionality is enabled by a series of perl scripts and needs to have a properly configured /etc/astguiclient.conf file in place on the web server. Also, a couple perl modules must be loaded for it to work as well - OLE-Storage_Lite and Spreadsheet-ParseExcel. You can check for runtime errors in these by looking at your apache error_log file. Also, for duplication checks against gampaign lists, the list that has new leads going into it does need to be created in the system before you start to load the leads.|NOTES : La fonctionnalité de chargeur de fil d'exceler est permisepar une série de manuscrits de Perl et doit avoir un dossier en placecorrectement configuré de /etc/astguiclient.conf sur le web server.En outre, des modules d'un Perl de couples doivent être chargés pourelle pour travailler aussi bien - oLE-Storage_Lite-Storage_Lite et leBilan-ParseExcel. Vous pouvez vérifier les erreurs d'exécution dansces derniers en regardant votre dossier d'error_log d'apache. Enoutre, pour des contrôles de duplication contre le gampaignénumère, la liste qui a de nouveaux fils entrer dans lui doit êtrecréée dans le système avant que vous commenciez à charger lesfils.|
Campaign List Mix Added|Le Mélange De Liste De Campagne S'est ajouté|
Modify Campaign List Mix|Modifiez Le Mélange De Liste De Campagne|
Campaign List Mix Removed|Mélange De Liste De Campagne Enlevé|
Campaign Statuses|Statuts De Campagne|
Campaign HotKeys|Campagne HotKeys|
Campaign Lead Recycle Entries|Le Fil De Campagne Réutilisent Des Entrées|
Campaign Auto Alt Dial Statuses|Statuts Automatiques De Cadran De la Campagne Alt|
Campaign Agent Pause Codes|Codes De Pause D'Agent De Campagne|
Campaign Dial Statuses|Statuts De Cadran De Campagne|
Campaign List Mixes|Mlanges De Liste De Campagne|
 Lead Recycle |Le Fil Réutilisent|
 Auto-Alt Dial |Cadran Automobile-Alt|
 Pause Codes |Codes De Pause|
 List Mix |Mélange De Liste|
 Campaigns Main |Campagnes Principales|
List Order Mix -<\/B> Overrides the Lead Order and Dial Status fields. Will use the List and status parameters for the selected List Mix entry in the List Mix sub section instead. Default is DISABLED|Mélange d'ordre de liste - dépasse les champs d'ordre de fil et destatut de cadran. Emploiera les paramètres de liste et de statut pourl'entrée choisie de mélange de liste dans la section de sous-marinde mélange de liste à la place. Le défaut est HANDICAPÉ|
List Mix ID -<\/B> ID of the list mix. Must be from 2-20 characters in length with no spaces or other special punctuation.|Identification de mélange de liste - identification du mélange deliste. Doit être de 2-20 caractères de longueur sans les espaces outoute autre ponctuation spéciale.|
List Mix Name -<\/B> Descriptive name of the list mix. Must be from 2-50 characters in length|Nom de mélange de liste - nom descriptif du mélange de liste. Doitêtre de 2-50 caractères de longueur|
List Mix Detail -<\/B> The composition of the List Mix entry. Contains the List ID, mix order, percentages and statuses that make up this List Mix. The percentages always have to add up to 100, and the lists all have to be active and set to the campaign for the order mix entry to be Activated|Détail de mélange de liste - la composition de l'entrée de mélangede liste. Contient l'identification de liste, l'ordre de mélange, lespourcentages et les statuts qui composent ce mélange de liste. Lespourcentages toujours doivent additionner jusqu'à 100, et toutes leslistes doivent être en activité et réglées à la campagne pour quel'entrée de mélange d'ordre soit activée|
List Mix Method -<\/B> The method of mixing all of the parts of the List Mix Detail together. EVEN_MIX will mix leads from each part interleaved with the other parts, like this 1,2,3,1,2,3,1,2,3. IN_ORDER will put the leads in the order in which they are listed in the List Mix Detail screen 1,1,1,2,2,2,3,3,3. RANDOM will put them in RANDOM order 1,3,2,1,1,3,2,1,3. Default is IN_ORDER.|Méthode de mélange de liste - la méthode de mélanger toutes lesparties du détail de mélange de liste ensemble. EVEN_MIX mélangerades fils de chaque partie intercalée aux autres parties, comme ces1.2.3.1.2.3.1.2.3. IN_ORDER mettra les fils dans l'ordre dans lequelils sont énumérés dans l'écran 1.1.1.2.2.2.3.3.3 de détail demélange de liste. La volonté ALÉATOIRE les a mis dans l'ordreALÉATOIRE 1.3.2.1.1.3.2.1.3. Le défaut est IN_ORDER.|
LIST MIXES FOR THIS CAMPAIGN: |MÉLANGES DE LISTE POUR CETTE CAMPAGNE :|
The human_answered field is used when calculating the drop percentage, or abandon rate. Setting human_answered to Y will use this status when counting the human-answered calls.|Human_answered le champ est employé en calculant le pourcentage debaisse, ou le taux d'abandon. L'arrangement human_answered à Yemploiera ce statut en comptant les appels humain-répondus.|
HUMAN ANSWER|RÉPONSE HUMAINE|
ADDING VICIDIAL SYSTEM STATUSES|AJOUTER DES STATUTS DE SYSTÈME DE VICIDIAL|
MODIFY VICIDIAL SYSTEM STATUSES|MODIFIEZ LES STATUTS DE SYSTÈME DE VICIDIAL|
SYSTEM STATUS NOT ADDED|STATUT DE SYSTÈME NON SUPPLÉMENTAIRE|
SYSTEM STATUS ADDED|STATUT DE SYSTÈME SUPPLÉMENTAIRE|
SYSTEM STATUS NOT DELETED|STATUT DE SYSTÈME NON SUPPRIMÉ|
the system status cannot be a reserved status: |le statut de système ne peut pas être un statut réservé :|
the system status needs to be at least 1 characters in length|le statut de système doit être au moins les caractères 1 delongueur|
VICIDIAL STATUSES WITHIN THIS SYSTEM: |STATUTS DE VICIDIAL DANS CE SYSTÈME :|
